/opt/work/car/2018-car-Phuket/CarDetect_140421295_01516_crop.jpg,Ford
/opt/work/car/2018-car-Phuket/CarDetect_132707572_00711_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_135607932_01334_crop.jpg,Mazda
/opt/work/car/2018-car-Phuket/CarDetect_141527567_01739_crop.jpg,Nissan
/opt/work/car/2018-car-Phuket/CarDetect_16160171_04169_crop.jpg, Suzuki
/opt/work/car/2018-car-Phuket/CarDetect_135304567_01267_crop.jpg,Mazda
/opt/work/car/2018-car-Phuket/CarDetect_164709870_04794_crop.jpg,Isuzu
/opt/work/car/2018-car-Phuket/CarDetect_140321703_01493_crop.jpg,Honda
/opt/work/car/2018-car-Phuket/CarDetect_130712985_00310_crop.jpg,Unknown
/opt/work/car/2018-car-Phuket/CarDetect_170718721_05212_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_131702542_00497_crop.jpg,Hino
/opt/work/car/2018-car-Phuket/CarDetect_125726704_00115_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_145148883_02474_crop.jpg,Isuzu
/opt/work/car/2018-car-Phuket/CarDetect_144737682_02388_crop.jpg,Mazda
/opt/work/car/2018-car-Phuket/CarDetect_162051667_04260_crop.jpg,Hino
/opt/work/car/2018-car-Phuket/CarDetect_170935643_05253_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_143850216_02235_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_155747952_03800_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_125953106_00167_crop.jpg,Isuzu
/opt/work/car/2018-car-Phuket/CarDetect_150051500_02650_crop.jpg,Honda
/opt/work/car/2018-car-Phuket/CarDetect_161808692_04210_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_1413296_01696_crop.jpg,Mitsubishi
/opt/work/car/2018-car-Phuket/CarDetect_144337247_02312_crop.jpg,Toyota
/opt/work/car/2018-car-Phuket/CarDetect_170421634_05144_crop.jpg,Mercedes-benz
